"venue","update date","vintage","size","price","wine name"
"Green Acres","2023-11-02","2017","-","195","Gevrey-Chambertin, Dugat Py, €"
"Green Acres","2023-11-02","2013","-","395","Clos Des Lambrays (Grand Cru), Domaine Des Lambrays, €"
"Green Acres","2023-11-02","2020","-","45","Coteaux Bourguignons "Gamay Fin", Domaine Boris Champy, €"
"Green Acres","2023-11-02","2006","-","65","Beaune 1Er Cru “Domaine De Saux”, Domaine Germain, €"
"Green Acres","2023-11-02","2019","-","65","Hautes-Cotes De Beaune "Altitude 421", Domaine Boris Champy, €"
"Green Acres","2023-11-02","2020","-","70","Santenay, "Vieilles Vignes", Domaine Paul Pillot, €"
"Green Acres","2023-11-02","2017","-","72","Savigny-Les-Beaune, Domaine Jean-Marc Millot, €"
"Green Acres","2023-11-02","2018","-","75","Chassagne Montrachet, Domaine Marc Morey, €"
"Green Acres","2023-11-02","2020","-","80","Beaune "Les Prevoles", Domaine Maxime Dubuet-Boillot, €"
"Green Acres","2023-11-02","2016","-","85","Beaune 1Er Cru "Coucherias", Michel Gay Et Fils, €"
"Green Acres","2023-11-02","2007","-","95","Savigny-Les-Beaune 1Er Cru “Les Lavieres , Domaine Henri Boillot, €"
"Green Acres","2023-11-02","2016","-","95","Volnay, Bejamin Leroux, €"
"Green Acres","2023-11-02","2020","-","110","Pommard "Les Deux Terroirs", Domaine Maxime Dubuet-Boillot, €"
"Green Acres","2023-11-02","2015","-","110","Pommard ‘Chanlins’, Hubert Lignier, €"
"Green Acres","2023-11-02","2020","-","120","Volnay "Sur Roches", Domaine Maxime Dubuet-Boillot, €"
"Green Acres","2023-11-02","2017","-","140","Chorey-Les Beaune "Vieilles Vignes", Domaine Dugat-Py, €"
"Green Acres","2023-11-02","2019","-","150","Volnay 1Er Cru "Carelle Sous La Chapelle", Domaine Maxime Dubuet-Boillot, €"
"Green Acres","2023-11-02","2012","-","55","Mercurey 1Er Cru ‘Champs Martin’, Bruno Lorenzon, €"
"Green Acres","2023-11-02","2017","-","55","Rully 1Er Cru "Marissou", Domaine Saint-Jacques, €"
"Green Acres","2023-11-02","2020","-","44","Beaujolais, Jules Desjourneys, €"
"Green Acres","2023-11-02","2020","-","55","Morgon, Marcel Lapierre, €"
"Green Acres","2023-11-02","2012","-","80","Chenas "Les Jugement Dernier", Jules Desjourneys, €"
"Green Acres","2023-11-02","2010","-","98","Fleurie "Les Moriers", Jules Desjourneys, €"
"Green Acres","2023-11-02","2019","-","39","Pinot Noir Reserve, Trimbach, €"
"Green Acres","2023-11-02","2018","-","38","Saumur Champigny "Pelo", Le Petit Saint Vincent, €"
"Green Acres","2023-11-02","2017","-","55","Saumur Champigny "Les Poyeux", Le Petit Saint Vincent, €"
"Green Acres","2023-11-02","-","-","40","Cerise Syrah, Cabernet Sauvignon, Bernard Gripa, Vin De France, €"
"Green Acres","2023-11-02","2019","-","42","Vinsobres, Chateau De Rouanne, €"
"Green Acres","2023-11-02","2018","-","48","Syrah "Fleurs De Mai", Georges Vernay, €"
"Green Acres","2023-11-02","2019","-","69","Gigondas, Chateau De Saint-Cosme, €"
"Green Acres","2023-11-02","2017","-","75","Vin De Pays De Vaucluse, Domaine Des Tours, E Reynaud, €"
"Green Acres","2023-11-02","2018","-","75","Saint-Joseph 'Terres D'Encres', Georges Vernay, €"
"Green Acres","2023-11-02","2016","-","78","Chateauneuf Du Pape, Domaine Saint-Cosme, €"
"Green Acres","2023-11-02","2017","-","95","Cotes Du Rhone, Chateau Des Tours, E. Reynaud, €"
"Green Acres","2023-11-02","2017","-","95","Cote Rotie “Ampodium", Domaine Rostaing, €"
"Green Acres","2023-11-02","2014","-","130","Chateauneuf Du Pape, Clos Des Papes, €"
"Green Acres","2023-11-02","2013","-","135","Vacqueyras, Chateau Des Tours, E. Reynaud, €"
"Green Acres","2023-11-02","1999","-","140","Hermitage ‘La Chapelle’, Paul Jaboulet Aine, €"
"Green Acres","2023-11-02","2019","-","38","Cahors "La Nuit Des Rossignols, Domaine La Berangeraie, S.W. France, €"
"Green Acres","2023-11-02","2018","-","42","La Grenache 8, (100% Grenache), Anne Gros Et Jean-Paul Tollot, Languedoc, €"
"Green Acres","2023-11-02","2016","-","44","Cahors " La Quatre Chambrees", (Malbec) Domaine La Berangeraie, €"
"Green Acres","2023-11-02","2016","-","45","Puech Noble, Domaine Rostaing, Languedoc, €"
"Green Acres","2023-11-02","2016","-","48","Faugeres "Transhumance", Pierre Gaillard, €"
"Green Acres","2023-11-02","2016","-","49","Cahors "La Gorgee De Mathis Bacchus", Domaine La Berangeraie, S.W. France, €"
"Green Acres","2023-11-02","2013","-","58","Minervois ‘Les Fontanilles’, Anne Gros Et Jean-Paul Tollot, Languedoc, €"
"Green Acres","2023-11-02","2019","-","65","Trousseau, Domaine De Montbourgeau, Cotes De Jura, €"
"Green Acres","2023-11-02","2018","-","65","Bandol, Domaine Du Gros Nore, Provence, France, €"
"Green Acres","2023-11-02","2015","-","80","Cahors "Riss", La Berangeraie S.W. France, €"
"Green Acres","2023-11-02","2019","-","36","Zweigelt, Weingut Brundlmayer, Kamptal, €"
"Green Acres","2023-11-02","2018","-","55","Pinot Noir, Weingut Brundlmayer, Kamptal, €"
"Green Acres","2023-11-02","2021","-","36","Dolcetto D'Alba, Castello Di Neive, €"
"Green Acres","2023-11-02","2021","-","42","Barbera D’Alba, Castello Di Neive, €"
"Green Acres","2023-11-02","2021","-","50","Langhe Nebbiolo, Castello Di Neive, €"
"Green Acres","2023-11-02","2020","-","58","Langhe Nebbiolo, Azienda Agricola La Lu, €"
"Green Acres","2023-11-02","2013","-","70","Barbera D’Alba Superiore "Funtani", Cordero Di Montelezemo, €"
"Green Acres","2023-11-02","2019","-","75","Barbaresco, Castello Di Neive, €"
"Green Acres","2023-11-02","2018","-","80","Barolo "Monfalleto, Cordero Di Montelezemo, €"
"Green Acres","2023-11-02","2017","-","85","Langhe Rosso, Roagna, €"
"Green Acres","2023-11-02","2001","-","80","Barbaresco, Riserva, Ugo Lequio, La Gallina, €"
"Green Acres","2023-11-02","2019","-","100","Barbaresco "Santo Stefano", Castello Di Neive, €"
"Green Acres","2023-11-02","2017","-","150","Barolo “Enrico V1”, Cordero Di Montelezemo, €"
"Green Acres","2023-11-02","2017","-","225","Barolo "Pira", Roagna, €"
"Green Acres","2023-11-02","2016","-","38","Valpolicella Ripasso, Speri, €"
"Green Acres","2023-11-02","2013","-","57","Valpolicella Appassimento Sant'Urbano, Speri, €"
"Green Acres","2023-11-02","2020","-","43","Valpolicella "Ca Fiui", Corte Sant'Alda, €"
"Green Acres","2023-11-02","2018","-","58","Valpolicella Ripasso Superiore, Corte Sant'Alda, €"
"Green Acres","2023-11-02","2015","-","150","Amarone Della Valpolicella, Corte Sant'Alda, €"
"Green Acres","2023-11-02","2018","-","35","Toscana Rosso "Troncone", Le Ragnaie, €"
"Green Acres","2023-11-02","2019","-","42","Chianti Classico, Poggerino, €"
"Green Acres","2023-11-02","2016","-","42","Vino Nobile Di Montepulciano, Contucci, €"
"Green Acres","2023-11-02","2020","-","48","Chianti Classico, Riecine, €"
"Green Acres","2023-11-02","2019","-","50","Rosso Di Montalcino, Le Ragnaie, €"
"Green Acres","2023-11-02","2016","-","53","Vino Nobile Di Montepulciano "Mulinvecchio", Contucci, €"
"Green Acres","2023-11-02","2018","-","65","Chianti Classico Riserva "Bugialla", Poggerino, €"
"Green Acres","2023-11-02","2019","-","70","Chianti Classico Riserva, Riecine, €"
"Green Acres","2023-11-02","2015","-","70","Vino Nobile Di Montepulciano, "Riserva", Contucci, €"
"Green Acres","2023-11-02","2015","-","80","Brunello Di Montalcino, "Poggio Cerrino", Tiezzi, €"
"Green Acres","2023-11-02","2015","-","95","Brunello Di Montalcino "700", Tiezzi, €"
"Green Acres","2023-11-02","2018","-","98","Toscana Rosso "La Gioia", Riecine, €"
"Green Acres","2023-11-02","2015","-","98","Brunello Di Montalcino, Le Ragnaie, €"
"Green Acres","2023-11-02","2019","-","110","Riecine Di Riecine, €"
"Green Acres","2023-11-02","2013","-","160","Brunello Di Montalcino "Fornace", Le Ragnaie, €"
"Green Acres","2023-11-02","2018","-","45","Zinfandel Di Manduria, Felline, €"
"Green Acres","2023-11-02","2010","-","75","Primitivo "Cuvee Anniversario", Felline, €"
"Green Acres","2023-11-02","2018","-","45","Figuero 12 Crianza, Ribera Del Duero Tinto Figuero, €"
"Green Acres","2023-11-02","2017","-","55","Vitola Rioja Reserva, Miguel Merino, Rioja Alta, €"
"Green Acres","2023-11-02","2018","-","55","La Quinta Cruz Mazuelo, ( 100% Carrignan), Miguel Merino, Rioja Alta, €"
"Green Acres","2023-11-02","2014","-","58","Rioja Reserva, Miguel Merino, Rioja Alta, €"
"Green Acres","2023-11-02","2017","-","65","Figuero 15 Reserva, Ribera Del Duero, Tinto Figuero, €"
"Green Acres","2023-11-02","2018","-","75","Macan Clasico Rioja, Bodegas Benjamin De Rothschild & Vega Sicilia, €"
"Green Acres","2023-11-02","2018","-","80","Rioja "La Loma", Miguel Merino, Rioja Alta, €"
"Green Acres","2023-11-02","2017","-","95","Pintia, Tempos Vega Sicilia, Toro, €"
"Green Acres","2023-11-02","2012","-","660","Vega Sicilia “Unico", Ribera Del Duero, €"
"Green Acres","2023-11-02","2012","-","60","Quinta Da Falorca "Touriga Nacional", Dao, €"
"Green Acres","2023-11-02","2021","-","55","Tinta Negra Dos Villoes, Antonio Macanita & Nuno Faria, Madeirense, €"
"Green Acres","2023-11-02","2018","-","40","Carmen "Loma Seca" Cinsault, Itata, Chile, €"
"Green Acres","2023-11-02","2016","-","135","Nicolas Catena Zapata ( Cab, Malbec ), Mendoza, Argentina, €"
"Green Acres","2023-11-02","2019","-","38","Pepper Street Shiraz, Schultz Family, Stellenbosch, €"
"Green Acres","2023-11-02","2017","-","39","Battle Of Spioenkop"1900" Pinotage, Spioenkop, Elgin Valley, €"
"Green Acres","2023-11-02","2019","-","39","Ken Forrester "Renegade", (Grenache, Syrah Mourvedre), Stellenbosch, €"
"Green Acres","2023-11-02","2020","-","45","Catherine Marshall Clay Soils Pinot Noir, Cape South Coast, €"
"Green Acres","2023-11-02","2018","-","45","Thelema Cabernet Sauvignon, Stellenbosch, €"
"Green Acres","2023-11-02","2012","-","80","Othello, Dominus Estate, Christian Moueix, Napa, €"
"Green Acres","2023-11-02","2017","-","130","Joseph Phelps Cabernet Sauvignon, Napa, €"
"Green Acres","2023-11-02","2015","-","145","Napanook, Dominus Estate, Christian Moueix, Napa, €"
"Green Acres","2023-11-02","2015","-","175","Inglenook, Rutherford, Napa, €"
"Green Acres","2023-11-02","2012","-","275","Ulysses, Christian Moueix, Napa, €"
"Green Acres","2023-11-02","2006","-","800","Opus One, Robert Mondavi, Baron Philippe De Rothschild, Napa, €"
"Green Acres","2023-11-02","2017","750","27.5","Chateau Capbern, St-Esteph, Bordeaux, France, €"
"Green Acres","2023-11-02","2012","750","40","L'Hospitalet Du Gazin, Pomerol, Bordeaux, France, €"
"Green Acres","2023-11-02","2015","-","40","Carmes De Rieussec, Sauternes, €"
"Green Acres","2023-11-02","2010","-","55","Chateau Raymond-Lafon, Sauternes, €"
"Green Acres","2023-11-02","2005","-","70","Chateau Suiduraut, 1Er Grand Cru Class, Sauternes, €"
"Green Acres","2023-11-02","2003","-","75","Chateau De Fargues, Lur Saluces, Sauternes, €"
"Green Acres","2023-11-02","2007","-","138","Chateau Climens, 1Er Grand Cru Class, Barsac, €"
"Green Acres","2023-11-02","2014","750","65","Carmes De Rieussec, Sauternes, €"
"Green Acres","2023-11-02","2005","750","66","Chateau Filhot, 2Eme Grand Cru Classe, €"
"Green Acres","2023-11-02","2007","750","95","Chateau Doisy Daene, 1Er Grand Cru Classe, €"
"Green Acres","2023-11-02","2005","750","125","Chateau Guiraud, 1Er Grand Cru Classe, €"
"Green Acres","2023-11-02","2005","750","120","Chateau La Tour Blanche, 1Er Grand Cru Classe, €"
"Green Acres","2023-11-02","2003","750","125","Chateau De Fargues, 1Er Grand Cru Classe, €"
"Green Acres","2023-11-02","2007","750","175","Chateau De Rieussec, 1Er Grand Cru Classe, €"
"Green Acres","2023-11-02","2006","750","190","Chateau Climens, 1Er Grand Cru Classe, €"
"Green Acres","2023-11-02","2005","750","35","Coteaux Du Layon, Chateau De La Roulerie, €"
"Green Acres","2023-11-02","2005","500","55","Chaumes, Chateau De La Roulerie, €"
"Green Acres","2023-11-02","1990","750","100","Chaumes, Chateau De La Roulerie, €"
"Green Acres","2023-11-02","2001","375","38","Gewurztraminer Vendange Tardives, Trimbach, €"
"Green Acres","2023-11-02","2017","-","35","Tokaji Late Harvest, Oremus, €"
"Green Acres","2023-11-02","2011","-","55","Tokaji Aszu 3 Puttonyos, Oremus, €"
"Green Acres","2023-11-02","2013","-","95","Tokaji Aszu 5 Puttonyos, Oremus, €"
"Green Acres","2023-11-02","2005","-","480","Tokaji Eszencia, Oremus, €"
"Green Acres","2023-11-02","2002","500","85","Vin De Constance, Klein Constancia, €"
"Green Acres","2023-11-02","2011","-","180","Vouette Et Sorbee "Cuvee Extrat", €"
"Green Acres","2023-11-02","2012","-","300","Dom Perignon, €"
"Green Acres","2023-11-02","-","-","375","Krug Rose, €"
"Green Acres","2023-11-02","2006","-","1500","Krug Clos Du Mesnil, €"
"Green Acres","2023-11-02","2020","-","150","Solea, Roagna, Langhe, Piedmonte, Italy, €"
"Green Acres","2023-11-02","2000","-","150","Aile D'Argent Blanc De Mouton Rothschild, Bordeaux, France, €"
"Green Acres","2023-11-02","2020","-","175","Derthona Montemarzino, Roagna, Piedmonte, Italy, €"
"Green Acres","2023-11-02","2019","-","185","Meursault 1Er Cru "Le Porusot", Benjamin Leroux, Burgundy, France, €"
"Green Acres","2023-11-02","2017","-","195","Condrieu "Coteau Du Vernon", Georges Vernay, Rhone, France, €"
"Green Acres","2023-11-02","2010","-","195","Chateau De Fonsalette Cotes Du Rhone Blanc, Rhone, France, €"
"Green Acres","2023-11-02","2016","-","250","Riesling "Clos St Hune", Trimbach, Alsace, France, €"
"Green Acres","2023-11-02","2015","-","275","Puligny Montrachet 1Er "Cru Clos Du Cailleret", Dom. Des Lambrays, Burgundy, France, €"
"Green Acres","2023-11-02","2018","-","275","Meursault "Clos De La Barre", Domaine Des Comte Lafon, Burgundy, France, €"
"Green Acres","2023-11-02","2004","-","350","Laville Haut-Brion Blanc, (La Mission Haut-Brion), Pessac Leognan, Bordeaux, France, €"
"Green Acres","2023-11-02","2018","-","400","Corton- Charlemagne, Domaine Henri Boillot, Burgundy, France, €"
"Green Acres","2023-11-02","2020","-","500","Meursault 1Er Cru " Sous Le Dos D'Ane, Domaine Leflaive, Burgundy, France, €"
"Green Acres","2023-11-02","2018","-","1000","Batard Montrachet, Grand Cru, Henri Boillot, Burgundy, France, €"
"Green Acres","2023-11-02","2018","-","1200","Montrachet, Grand Cru, Louis Jadot, Burgundy, France, €"
"Green Acres","2023-11-02","2019","-","1250","Aligote, Les Champs D'Argent, Charles Lachaux, Burgundy, France, €"
"Green Acres","2023-11-02","2011","1500","275","Chateauneuf Du Pape, Clos Des Papes, Rhone, France, €"
"Green Acres","2023-11-02","2000","1500","450","Chateau Monbousqut, St Emilion Grand Cru, Bordeaux, France, €"
"Green Acres","2023-11-02","2018","1500","600","Meursault "Clos De La Barre", Domaine Des Comte Lafon, Burgundy, France, €"
"Green Acres","2023-11-02","2006","-","1900","Chateau Troplong-Mondot, 1Er Grand Cru Classe B, St Emilion, Bordeaux, France (Imperial), €"
"Green Acres","2023-11-02","2004","-","1950","Dom-Perignon Rose, Champagne, France, €"
"Green Acres","2023-11-02","2006","-","3500","Chateau Leoville-Las Cases, 2Eme Grand Cru Classe, St Julien, Bordeaux, France (Imperial), €"
"Green Acres","2023-11-02","2006","3000","4500","La Mission Haut Brion, Grand Cru Classe, Pessac-Leognan, Bordeaux, France, €"
"Green Acres","2023-11-02","2006","3000","4500","Chateau Haut Brion, 1Er Grand Cru Classe, Pessac-Leognan, Bordeaux, France, €"
"Green Acres","2023-11-02","2006","3000","4500","Chateau Margaux, 1Er Grand Cru Classe, Margaux, Bordeaux, France, €"
"Green Acres","2023-11-02","2006","-","8500","Chateau Haut Brion, 1Er Grand Cru Classe, Pessac-Leognan, Bordeaux, France (Imperial), €"
"Green Acres","2023-11-02","2006","-","8500","Chateau Margaux, 1Er Grand Cru Classe, Margaux, Bordeaux, France (Imperial), €"
"Green Acres","2023-11-02","2019","-","150","La Pialade Cotes Du Rhone, Chateau Rayas, Rhone France, €"
"Green Acres","2023-11-02","2020","-","195","Bourgogne Rouge Croix Blanche, Charles Lachaux, €"
"Green Acres","2023-11-02","2017","-","225","Barolo "Pira", Roagna, Piedmonte, Italy, €"
"Green Acres","2023-11-02","2017","-","225","Barbaresco "Paje", Roagna, Piedmonte, Italy, €"
"Green Acres","2023-11-02","2017","-","280","Vosne Romanee Vv, Cecile Tremblay, €"
"Green Acres","2023-11-02","2016","-","325","Clos Vougeot, Henri Boillot, Burgundy, France, €"
"Green Acres","2023-11-02","2018","-","350","Sassicaia, Bolgheri, Tuscany, Italy, €"
"Green Acres","2023-11-02","2014","-","350","Gevrey-Chambertin 1Er Cru "Les Corbeaux", Dugat-Py, Burgundy, France, €"
"Green Acres","2023-11-02","2011","-","350","Solia, Antinori, Tuscany, Italy, €"
"Green Acres","2023-11-02","2019","-","350","Vosne Romanee, Domaine Arnoux Lachaux, €"
"Green Acres","2023-11-02","2014","-","375","Charmes-Chambertin, Grand Cru, Domaine Hubert Lignier, Burgundy, France, €"
"Green Acres","2023-11-02","2013","-","395","Clos Des Lambrays, Domaine Des Lambrays, €"
"Green Acres","2023-11-02","2011","-","425","Chateau Trotanoy, Pomerol, Bordeaux, €"
"Green Acres","2023-11-02","2016","-","430","La Fleur Petrus, Pomerol, Bordeaux, France, €"
"Green Acres","2023-11-02","2015","-","450","Dominus, Christian Moueix, Napa Valley, California, U.S.A, €"
"Green Acres","2023-11-02","2016","-","595","Vieux Chateau Certan, Pomerol, Bordeaux, France, €"
"Green Acres","2023-11-02","-","-","600","Vega-Sicilia "Reserva Especial, Ribera Del Duero, Spain, €"
"Green Acres","2023-11-02","2011","-","650","Chateau La Mission Haut Brion, Grand Cru Classe, Pessac-Leognan, Bordeaux, France, €"
"Green Acres","2023-11-02","2016","-","650","Bonnes Mares, Grand Cru, Domaine Groffier, Burgundy, France, €"
"Green Acres","2023-11-02","2014","-","680","Chateau De Beaucastel "Hommage A Jacques Perrin", Chat-Du-Pape, Rhone, France, €"
"Green Acres","2023-11-02","2012","-","750","Chatea Angelus, 1Er Grand Cru Classe A, St Emilion, Bordeaux, France, €"
"Green Acres","2023-11-02","2017","-","775","Chambertin Clos De Beze, Grand Cru, Domaine Bruno Clair, Burgundy, France, €"
"Green Acres","2023-11-02","2012","-","950","Chambertin, Domaine Trapet Pere Et Fils, Burgundy, France, €"
"Green Acres","2023-11-02","2007","-","1000","Chateau Lafleur, Pomerol, Bordeaux, France, €"
"Green Acres","2023-11-02","2006","-","1100","Chateau Haut Brion, 1Er Grand Cru Classe, Pessac-Leognan, Bordeaux, France, €"
"Green Acres","2023-11-02","2015","-","1200","Chateau Mouton-Rothschild, 1Er Grand Cru Classe, Pauillac, Bordeaux, France, €"
"Green Acres","2023-11-02","2011","-","1200","Chateau Rayas, Chateauneuf-Du-Pape, Rhone, France, €"
"Green Acres","2023-11-02","2006","-","1500","Chateau Cheval Blanc, 1Er Grand Cru Classe A, St Emilion, Bordeaux, France, €"
"Green Acres","2023-11-02","2005","-","1500","Chateau Mouton-Rothschild, 1Er Grand Cru Classe, Pauillac, Bordeaux, France, €"
"Green Acres","2023-11-02","2000","-","1800","Chateau Margaux, 1Er Grand Cru Classe, Margaux, Bordeaux, France, €"
"Green Acres","2023-11-02","1999","-","1800","Chateau Lafite Rothschild, 1Er Grand Cru Classe, Pauillac, Bordeaux, France, €"
"Green Acres","2023-11-02","2010","-","2000","Chateau Margaux, 1Er Grand Cru Classe, Margaux, Bordeaux, France, €"
"Green Acres","2023-11-02","1990","-","2500","Chateau Latour, 1Er Grand Cru Classe, Pauillac, Bordeaux, France, €"
"Green Acres","2023-11-02","2009","-","2500","Chateau Lafite Rothschild, 1Er Grand Cru Classe, Pauillac, Bordeaux, France, €"
"Green Acres","2023-11-02","2010","-","2500","Chateau Latour, 1Er Grand Cru Classe, Pauillac, Bordeaux, France, €"
"Green Acres","2023-11-02","2006","-","4250","Chateau Petrus, Pomerol, Bordeaux, France, €"
"Green Acres","2023-11-02","2014","375","375","Chateau D'Yquem, 1Er Grand Cru Classe, Sauternes, Bordeaux, France, €"
"Green Acres","2023-11-02","2005","-","250","Chateau Climens, 1Er Grand Cru Classe, Barsac, Bordeaux, France, €"
"Green Acres","2023-11-02","2011","-","625","Oremus Tokaji Esenzia, Hungary, €"
